content_id,current_screen,claim,verification_status,required_source_type,source_url,last_checked_at,notes
txt-65ac126dbf0a,YouNew/Data/NetherlandsData.swift:1222,"The famous arch bridge over the Waal river, opened in 1936 and central to the city's skyline.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-13f5275ead16,YouNew/Data/NetherlandsData.swift:1238,6800–6846,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f971c3840323,YouNew/Data/NetherlandsData.swift:1239,"51.9851° N, 5.8987° E",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2283213359ba,YouNew/Data/NetherlandsData.swift:1244,"Arnhem is famous for the Battle of Arnhem (1944) and the John Frost Bridge, plus access to De Hoge Veluwe, the largest national park in the Netherlands.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1956c09aebc0,YouNew/Data/NetherlandsData.swift:1250,"The Battle of Arnhem (September 17-26, 1944) was the largest airborne operation in history. British paratroopers of the 1st Airborne Division were tasked with holding the bridge over the Rhine, now John Frost Bridge. Outnumbered by two SS Panzer divisions, they held for 9 days. Of 10,000 paratroopers who landed, only 2,163 escaped. The film 'A Bridge Too Far' (1977) dramatized the battle.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-07a63db38c9a,YouNew/Data/NetherlandsData.swift:1251,"🌲 De Hoge Veluwe — largest NL national park, free bicycles inside",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-5bbb4fa58f81,YouNew/Data/NetherlandsData.swift:1251,🎨 Kröller-Müller Museum — 2nd largest Van Gogh collection worldwide,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ef6922fb0fef,YouNew/Data/NetherlandsData.swift:1253,The Rhine bridge central to the 1944 Battle of Arnhem and one of the city's defining symbols.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e4df7226dc6e,YouNew/Data/NetherlandsData.swift:1270,6200–6229,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a23e12950b26,YouNew/Data/NetherlandsData.swift:1271,"50.8514° N, 5.6910° E",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-8e649f998903,YouNew/Data/NetherlandsData.swift:1278,"Maastricht began as Roman Mosae Trajectum around 50 AD. Its strategic crossing on the Maas made it repeatedly contested by Spanish, French, Belgian, and Dutch powers. Saint Servatius anchored its early Christian importance. On 7 February 1992, the Maastricht Treaty was signed here, creating the European Union framework, EU citizenship, and the path to the euro.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-666cc36514c9,YouNew/Data/NetherlandsData.swift:1298,5600–5658,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2b6103787813,YouNew/Data/NetherlandsData.swift:1299,"51.4416° N, 5.4697° E",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-26900e84914c,YouNew/Data/NetherlandsData.swift:1306,"Eindhoven received city rights in 1232 but remained modest until Philips was founded in 1891. Philips turned the city into an industrial center and shaped housing, culture, and research. Eindhoven was liberated on 18 September 1944 during Operation Market Garden. Post-war investment in technology and design led to TU/e, Design Academy Eindhoven, and the high-tech ecosystem around ASML.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1e452aae0043,YouNew/Data/NetherlandsData.swift:1310,A flying-saucer-shaped conference center built by Philips in 1966.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-20d46a07be8e,YouNew/Data/NetherlandsData.swift:1313,Est. 1891,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e965dd0f9c93,YouNew/Data/NetherlandsData.swift:1313,350k visitors,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ac8ba5618cad,YouNew/Data/NetherlandsData.swift:1326,2600–2629,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-5a25f22e9393,YouNew/Data/NetherlandsData.swift:1327,"52.0116° N, 4.3571° E",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b34aeb251dad,YouNew/Data/NetherlandsData.swift:1333,"Delft is one of the most picturesque Dutch cities — compact, walkable, and full of 17th-century canal houses. The Nieuwe Kerk (New Church, 1381) contains the tombs of the entire Dutch royal family including William of Orange, the founder of the Netherlands. Delft University of Technology (TU Delft), founded 1842, is the largest technical university in the Netherlands and one of the best in Europe for engineering and architecture.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ca0af2d76d5e,YouNew/Data/NetherlandsData.swift:1334,"Delft received city rights in 1246 and grew as a cloth and beer trading center. William of Orange — the father of the Dutch nation — was assassinated here in 1584 in the Prinsenhof (now a museum). The building still bears the bullet holes in its walls. Johannes Vermeer (1632–1675), born in Delft, painted his masterpieces here including Girl with a Pearl Earring and View of Delft. Royal Delft (De Porceleyne Fles), founded 1653, is the only remaining authentic Delftware factory.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c7fce62d85b9,YouNew/Data/NetherlandsData.swift:1335,🔫 Prinsenhof Museum — bullet holes still visible from 1584 assassination,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b2d12fad6a73,YouNew/Data/NetherlandsData.swift:1335,💙 Royal Delft factory — only authentic Delftware pottery (1653),verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6ed93eaff2e5,YouNew/Data/NetherlandsData.swift:1337,Royal mausoleum since 1584. 109m tower with panoramic view over Delft.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-5da328792ecd,YouNew/Data/NetherlandsData.swift:1338,Only original Delftware factory from 1653. Watch hand-painters at work.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e6551d06b4f9,YouNew/Data/NetherlandsData.swift:1339,Site of William of Orange's assassination in 1584. Bullet holes still visible.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f9a99f3149e3,YouNew/Data/NetherlandsData.swift:1341,Born 1632,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d60a3d3dc033,YouNew/Data/NetherlandsData.swift:1341,Since 1653,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7da247432506,YouNew/Data/NetherlandsData.swift:1344,"Delft station — IC to Rotterdam (12 min), Den Haag (10 min), Amsterdam (1h). New Delft tunnel opened 2015.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-dc6f93c41de5,YouNew/Data/NetherlandsData.swift:1354,2000–2049,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b23325525030,YouNew/Data/NetherlandsData.swift:1355,"52.3873° N, 4.6462° E",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e9f90153e7ba,YouNew/Data/NetherlandsData.swift:1362,"Haarlem received city rights around 1245 and became a significant trading and textile city. It was besieged by Spanish forces for seven months in 1572–73 during the Dutch Revolt. Frans Hals (1582–1666) developed a new style of portraiture here, capturing the energy and character of his subjects with loose brushstrokes. The Teylers Museum (1784) — the oldest museum in the Netherlands — is located in Haarlem.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a0b97c19c0f6,YouNew/Data/NetherlandsData.swift:1363,🌷 Bollenstreek — tulip fields and Keukenhof (7 million bulbs) nearby,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-63db7aaa1b05,YouNew/Data/NetherlandsData.swift:1363,🏛️ Teylers Museum (1784) — oldest museum in Netherlands,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a96222f3cd22,YouNew/Data/NetherlandsData.swift:1366,"The oldest museum in the Netherlands (1784) with natural history, art, and science.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1a8ef7645e15,YouNew/Data/NetherlandsData.swift:1369,Since 1784,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c5c384a45f1b,YouNew/Data/NetherlandsData.swift:1371,Popular with Amsterdam expats due to lower rents and good train connection. Expat Center Amsterdam also serves Haarlem residents.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-062371b4cb68,YouNew/Data/NetherlandsData.swift:1632,"Official information about the Personal Records Database (BRP), municipalities, residents, non-residents, and BSN registration context.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9d84c926c73c,YouNew/Data/NetherlandsData.swift:1633,"Statistics Netherlands: official statistics, StatLine, regional and population figures.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d524b08c9f46,YouNew/Data/NetherlandsData.swift:1922,Municipality registration creates or updates BRP records and is the normal path to a BSN for residents.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4e9a2f95ab38,YouNew/Data/NetherlandsData.swift:1924,Dutch basic health insurance is mandatory for many residents and workers; eligibility and obligations should be checked with official sources.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-b8d2597a6d88,YouNew/Data/NetherlandsData.swift:1925,"Use NS, 9292, OVpay, and local operators for routes, check-in rules, and ticketing.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-50a458c5a7e5,YouNew/Data/NetherlandsData.swift:1967,9292 provides public transport route planning.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-540a49340b62,YouNew/Data/MockRiskData.swift:18,Missing mandatory insurance,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e08440e19688,YouNew/Data/MockRiskData.swift:18,Some residents may be required to arrange Dutch basic health insurance.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-41ddad35a973,YouNew/Data/MockDutchHolidaysData.swift:11,"January 1, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c8fb3206f3de,YouNew/Data/MockDutchHolidaysData.swift:12,1 januari 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-10c23e3eadbc,YouNew/Data/MockDutchHolidaysData.swift:13,1 января 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0143424cfb25,YouNew/Data/MockDutchHolidaysData.swift:29,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6aacba03cb3a,YouNew/Data/MockDutchHolidaysData.swift:34,"April 3, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7ba4db77afac,YouNew/Data/MockDutchHolidaysData.swift:35,3 april 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-07152e45b715,YouNew/Data/MockDutchHolidaysData.swift:36,3 апреля 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-fc8c7af879a0,YouNew/Data/MockDutchHolidaysData.swift:52,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-174f0c4c61e5,YouNew/Data/MockDutchHolidaysData.swift:57,"April 5, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-8bb9fc22d305,YouNew/Data/MockDutchHolidaysData.swift:58,5 april 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c3dc9aa30e50,YouNew/Data/MockDutchHolidaysData.swift:59,5 апреля 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0164e1914899,YouNew/Data/MockDutchHolidaysData.swift:75,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-22404ad4951a,YouNew/Data/MockDutchHolidaysData.swift:80,"April 6, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d3b4d0ff2d81,YouNew/Data/MockDutchHolidaysData.swift:81,6 april 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0262f0b4a6e1,YouNew/Data/MockDutchHolidaysData.swift:82,6 апреля 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6e0e525b1866,YouNew/Data/MockDutchHolidaysData.swift:98,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-efc776547434,YouNew/Data/MockDutchHolidaysData.swift:103,"April 27, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e75f56bb909e,YouNew/Data/MockDutchHolidaysData.swift:104,27 april 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-12c5afcf65b8,YouNew/Data/MockDutchHolidaysData.swift:105,27 апреля 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-df4b33122d4c,YouNew/Data/MockDutchHolidaysData.swift:114,"Koningsdag originated as Queensday (Koninginnedag), celebrated on the birthdays of queens Wilhelmina, Juliana, and Beatrix. When Willem-Alexander became king in 2013, the date moved to April 27 (his birthday). Source: Royal House of the Netherlands.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-83aeb029b781,YouNew/Data/MockDutchHolidaysData.swift:115,"Koningsdag is ontstaan als Koninginnedag, gevierd op de verjaardagen van koninginnen Wilhelmina, Juliana en Beatrix. Toen Willem-Alexander in 2013 koning werd, verschoof de datum naar 27 april (zijn verjaardag). Bron: Koninklijk Huis.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-948f1f9ec17a,YouNew/Data/MockDutchHolidaysData.swift:116,"Koningsdag вырос из Koninginnedag — Дня королевы, который отмечали в дни рождения Вильгельмины, Юлианы и Беатрикс. С восшествием Виллема-Александра в 2013 году дата перенесена на 27 апреля. Источник: Королевский дом Нидерландов.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4a6585d0f02f,YouNew/Data/MockDutchHolidaysData.swift:121,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-fb13e38dd8ac,YouNew/Data/MockDutchHolidaysData.swift:126,"May 5, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-34e9287de641,YouNew/Data/MockDutchHolidaysData.swift:127,5 mei 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-5a31ae6d6b60,YouNew/Data/MockDutchHolidaysData.swift:128,5 мая 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-55b37d62770a,YouNew/Data/MockDutchHolidaysData.swift:134,Celebrates the liberation of the Netherlands from German occupation in 1945. Festivals across the country; a day of freedom and reflection.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-53a92d350705,YouNew/Data/MockDutchHolidaysData.swift:135,Herdenkt de bevrijding van Nederland van de Duitse bezetting in 1945. Festivals door het hele land; een dag van vrijheid en reflectie.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-817a14980b0c,YouNew/Data/MockDutchHolidaysData.swift:136,Отмечает освобождение Нидерландов от германской оккупации в 1945 году. Фестивали по всей стране; день свободы и размышлений.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a1c029f4265b,YouNew/Data/MockDutchHolidaysData.swift:137,"May 5 marks the day the German armed forces capitulated in the Netherlands (1945). Established as a national holiday in 1946 by the government. It has been an annual national holiday since 1990, though not automatically a paid day off for all workers. Source: National Committee 4 and 5 May.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7b5e34c53046,YouNew/Data/MockDutchHolidaysData.swift:138,"5 mei markeert de dag waarop de Duitse strijdkrachten capituleerden in Nederland (1945). In 1946 door de overheid ingesteld als nationale feestdag. Sinds 1990 jaarlijks nationale feestdag, maar niet automatisch een betaalde vrije dag voor alle werknemers. Bron: Nationaal Comité 4 en 5 mei.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f032b6d4979f,YouNew/Data/MockDutchHolidaysData.swift:139,"5 мая — день капитуляции германских войск в Нидерландах (1945). Правительство установило его как национальный праздник в 1946 году. С 1990 года — ежегодный национальный праздник, но не автоматический оплачиваемый выходной для всех. Источник: Национальный комитет 4 и 5 мая.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-2dd09db3b4de,YouNew/Data/MockDutchHolidaysData.swift:144,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f63e80009b65,YouNew/Data/MockDutchHolidaysData.swift:149,"May 14, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-7bb4560d74f5,YouNew/Data/MockDutchHolidaysData.swift:150,14 mei 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-cfe29fed8bfc,YouNew/Data/MockDutchHolidaysData.swift:151,14 мая 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4198c34a5cdf,YouNew/Data/MockDutchHolidaysData.swift:167,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e1b6f54cbfec,YouNew/Data/MockDutchHolidaysData.swift:172,"May 24, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-90e0876aa4c7,YouNew/Data/MockDutchHolidaysData.swift:173,24 mei 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0a60a3801804,YouNew/Data/MockDutchHolidaysData.swift:174,24 мая 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9de28d6862a4,YouNew/Data/MockDutchHolidaysData.swift:190,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-14e74401cdb1,YouNew/Data/MockDutchHolidaysData.swift:195,"May 25, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-fc6b56c8ebb9,YouNew/Data/MockDutchHolidaysData.swift:196,25 mei 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-64a5cbafc214,YouNew/Data/MockDutchHolidaysData.swift:197,25 мая 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d5acdc630bd7,YouNew/Data/MockDutchHolidaysData.swift:213,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0958c397dc8b,YouNew/Data/MockDutchHolidaysData.swift:218,"December 25, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-3f8365b24211,YouNew/Data/MockDutchHolidaysData.swift:219,25 december 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-22e6b262434a,YouNew/Data/MockDutchHolidaysData.swift:220,25 декабря 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0118cea6ee59,YouNew/Data/MockDutchHolidaysData.swift:236,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-d63a34f704d3,YouNew/Data/MockDutchHolidaysData.swift:241,"December 26, 2026",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-ff318f295f7a,YouNew/Data/MockDutchHolidaysData.swift:242,26 december 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1f7e1922445f,YouNew/Data/MockDutchHolidaysData.swift:243,26 декабря 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-4df3397c78dd,YouNew/Data/MockDutchHolidaysData.swift:259,June 2026,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c586adac2ca9,YouNew/Data/MockDutchHolidaysData.swift:268,1815–1840,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-089b513896bc,YouNew/Data/MockDutchHolidaysData.swift:272,"Willem I founded the Kingdom of the Netherlands in 1815 following Napoleon's defeat. He built railways, canals, and the Dutch colonial trading empire.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-39823b5c1e76,YouNew/Data/MockDutchHolidaysData.swift:273,"Willem I stichtte het Koninkrijk der Nederlanden in 1815 na de val van Napoleon. Hij bouwde spoorwegen, kanalen en het Nederlandse koloniale handelsimperium.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-aa6d7a06798e,YouNew/Data/MockDutchHolidaysData.swift:274,"Виллем I основал Королевство Нидерландов в 1815 году после поражения Наполеона. Он строил железные дороги, каналы и создавал голландскую колониальную торговую империю.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e5964870fce3,YouNew/Data/MockDutchHolidaysData.swift:281,1840–1849,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-fb114a68b809,YouNew/Data/MockDutchHolidaysData.swift:285,Granted the liberal constitution of 1848 that transformed the Netherlands into a constitutional monarchy with a responsible cabinet government.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9527e26f21d7,YouNew/Data/MockDutchHolidaysData.swift:286,Verleende de liberale grondwet van 1848 die Nederland omvormde tot een constitutionele monarchie met een verantwoordelijk kabinet.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-9720428f7b21,YouNew/Data/MockDutchHolidaysData.swift:287,"Принял либеральную конституцию 1848 года, превратившую Нидерланды в конституционную монархию с ответственным кабинетом министров.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-adb0e1c213e4,YouNew/Data/MockDutchHolidaysData.swift:294,1849–1890,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-0853b56d0b10,YouNew/Data/MockDutchHolidaysData.swift:307,1890–1898,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a2cc3c98a6c4,YouNew/Data/MockDutchHolidaysData.swift:320,1898–1948,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1b8d591957c5,YouNew/Data/MockDutchHolidaysData.swift:333,1948–1980,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-846c7f4f0b43,YouNew/Data/MockDutchHolidaysData.swift:346,1980–2013,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-cfd0fcc85550,YouNew/Data/MockDutchHolidaysData.swift:350,Oversaw the Netherlands' deepening European integration and signing of the Maastricht Treaty (1992). Abdicated in favour of her son Willem-Alexander.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-a9c93cbb1e95,YouNew/Data/MockDutchHolidaysData.swift:351,Leidde de Nederlandse verdieping van de Europese integratie en de ondertekening van het Verdrag van Maastricht (1992). Deed afstand van de troon ten gunste van haar zoon Willem-Alexander.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f7b02f145c9d,YouNew/Data/MockDutchHolidaysData.swift:352,Руководила углублением европейской интеграции Нидерландов и подписанием Маастрихтского договора (1992). Отреклась от престола в пользу сына Виллема-Александра.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f718c223f76e,YouNew/Data/MockDutchHolidaysData.swift:359,2013–present,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-112697eee434,YouNew/Data/MockExpandedSearchAnswers.swift:82,Some permit holders must complete inburgering within a set period. Not meeting requirements may have consequences for permit renewal or extension. Check your specific obligations with IND or DUO.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-f66b68bb3dce,YouNew/Data/MockExpandedSearchAnswers.swift:88,DUO provides eligible students with a public transport card. Conditions include active enrolment and meeting eligibility criteria. Use must stop when no longer eligible. Check DUO for current conditions.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1e43537b7287,YouNew/Data/MockExpandedSearchAnswers.swift:101,Working while receiving UWV benefits may reduce your benefit — you must report income to UWV.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-1619e54e81b0,YouNew/Data/MockExpandedSearchAnswers.swift:101,"If you earn income while receiving UWV unemployment benefit, you must report it. Partial work may partially reduce the benefit amount. Not reporting can lead to overpayment demands. Verify rules with UWV directly.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-dc81b73548f4,YouNew/Data/MockExpandedSearchAnswers.swift:108,Many residents in the Netherlands need to file an annual tax return. Check with Belastingdienst.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e8039b7eb61c,YouNew/Data/MockExpandedSearchAnswers.swift:116,"Under the 30% ruling, eligible employees can treat 30% of their agreed salary as a tax-free allowance for extraterritorial costs. Both the employer and employee must apply. Rules have changed — check current conditions with the Belastingdienst or a tax advisor.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-e5d4854de6fb,YouNew/Data/MockExpandedSearchAnswers.swift:131,Overpaid toeslagen must be repaid. Keep your details up to date to minimise overpayments.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-56c14ec62b4c,YouNew/Data/MockExpandedSearchAnswers.swift:136,"All Dutch health insurers must offer the same basisverzekering — the basic package defined by law. The package covers general practice, hospital care, pharmacy, and more. Premiums differ between insurers even though the coverage is standardised.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-26bcd0bcd45f,YouNew/Data/MockExpandedSearchAnswers.swift:142,Who is exempt from mandatory health insurance?,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-211c5c9c047f,YouNew/Data/MockExpandedSearchAnswers.swift:142,Most residents working or living in the Netherlands must have health insurance. Exemptions may apply in specific situations such as certain permit types or cross-border workers. Verify your specific situation on the official Government.nl health insurance pages.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-6e180774166b,YouNew/Data/MockExpandedSearchAnswers.swift:144,The CAK handles certain administrative health insurance matters including enforcement for uninsured residents.,verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
txt-c9ea7048aa20,YouNew/Data/MockExpandedSearchAnswers.swift:144,"The CAK (Centraal Administratie Kantoor) is involved in administering health insurance for people in specific situations, including imposing an administrative measure on uninsured residents. If you receive a CAK letter, read and act on it promptly.",verification_required,official authority or official statistics,,,Not marked verified: no claim-specific official page was opened during this audit.
