content_id,current_screen,current_text,problem_type,recommended_category,recommended_text,source_required,source_url,last_verified_at,notes
txt-da870b91590b,YouNew/Core/Localization/L10n.swift:529,"The AI assistant provides guidance based on the app's knowledge base and official sources where available. It does not replace legal, medical or financial professionals.",duplicate_exact_text,official-services,Reference canonical item txt-5e89c87a14fe; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-e84ec4ba61f0,YouNew/Core/Localization/L10n.swift:532,Nearby help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-efb56f0556f9; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-e5ee66e537e7,YouNew/Core/Localization/L10n.swift:533,Open map,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-3c147074a7d2; do not store another copy.,false,,,Duplicate occurrences: 12.
txt-e917cecb9bc0,YouNew/Core/Localization/L10n.swift:534,Related institutions,duplicate_exact_text,explore,Reference canonical item txt-a915f97ea058; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bbb862362b7f,YouNew/Core/Localization/L10n.swift:545,Page updated,duplicate_exact_text,explore,Reference canonical item txt-14e64b3fdc74; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4e5dab9484d2,YouNew/Core/Localization/L10n.swift:546,Expand details,duplicate_exact_text,explore,Reference canonical item txt-e7a1dce83092; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-096a32b80723,YouNew/Core/Localization/L10n.swift:547,Collapse details,duplicate_exact_text,explore,Reference canonical item txt-c88a293cba00; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0240eb1bee88,YouNew/Core/Localization/L10n.swift:550,Common mistakes,duplicate_exact_text,explore,Reference canonical item txt-e26a48a91127; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-5acb81cd93cb,YouNew/Core/Localization/L10n.swift:554,Manual review,duplicate_exact_text,explore,Reference canonical item txt-2ff41c3d461e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bea541d21a1c,YouNew/Core/Localization/L10n.swift:555,Review periodically,duplicate_exact_text,explore,Reference canonical item txt-b1ba3285304f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-b47a062e7110,YouNew/Core/Localization/L10n.swift:556,Updated %@,duplicate_exact_text,explore,Reference canonical item txt-6f0eeac0a96e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b8ed434fa162,YouNew/Core/Localization/L10n.swift:564,Open step guide,duplicate_exact_text,explore,Reference canonical item txt-afc0feb6dd79; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a624c366b615,YouNew/Core/Localization/L10n.swift:566,Possible deadline,duplicate_exact_text,explore,Reference canonical item txt-e181ea4cd33e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d774b7947c82,YouNew/Core/Localization/L10n.swift:582,Open checklist,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-0f469ed371f0; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-87dcfcced6ec,YouNew/Core/Localization/L10n.swift:583,Priority: %@,duplicate_exact_text,explore,Reference canonical item txt-62fa7634d183; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ce62528dbd18,YouNew/Core/Localization/L10n.swift:584,Related content,duplicate_exact_text,explore,Reference canonical item txt-1034a07065e9; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-8df980144ec6,YouNew/Core/Localization/L10n.swift:586,Suggested timing,duplicate_exact_text,explore,Reference canonical item txt-7c92b40f3f8f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-79c3d7bf39bd,YouNew/Core/Localization/L10n.swift:589,Beginner Guides,duplicate_exact_text,explore,Reference canonical item txt-d4da88b784c1; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-94f515429ab5,YouNew/Core/Localization/L10n.swift:590,Step-by-step explanations for newcomers,duplicate_exact_text,explore,Reference canonical item txt-ad4c004be99d; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-5c3c106e08db,YouNew/Core/Localization/L10n.swift:591,Beginner Guides,duplicate_exact_text,explore,Reference canonical item txt-d4da88b784c1; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-7520c83a8cad,YouNew/Core/Localization/L10n.swift:592,Search guides…,possibly_truncated_text,explore,Search guides…,false,,,
txt-0ca2901e4802,YouNew/Core/Localization/L10n.swift:594,Simple answer,duplicate_exact_text,explore,Reference canonical item txt-bfcd3f005799; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-d379c3f8e660,YouNew/Core/Localization/L10n.swift:596,Why it matters,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-c70e0bd6522c; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-f0f9e55852cd,YouNew/Core/Localization/L10n.swift:597,What to check,duplicate_exact_text,explore,Reference canonical item txt-dcd4bf15396b; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-34231312db67,YouNew/Core/Localization/L10n.swift:598,Common mistake,duplicate_exact_text,explore,Reference canonical item txt-cf8f1cdf1407; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-769ab4b8843a,YouNew/Core/Localization/L10n.swift:599,Safe next step,duplicate_exact_text,explore,Reference canonical item txt-f9f1f9e51e6b; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-01cdf29dc151,YouNew/Core/Localization/L10n.swift:600,Official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-932ba0e846d6; do not store another copy.,false,,,Duplicate occurrences: 56.
txt-5b5089351eff,YouNew/Core/Localization/L10n.swift:601,Open official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-ea8fab9188f9; do not store another copy.,false,,,Duplicate occurrences: 9.
txt-e966fda6025e,YouNew/Core/Localization/L10n.swift:602,Related topics,duplicate_exact_text,explore,Reference canonical item txt-ea9dc5fa47e0; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-60cec6ed24f8,YouNew/Core/Localization/L10n.swift:603,Dutch terms,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-2f6b8d85a054; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-15a6391a9282,YouNew/Core/Localization/L10n.swift:604,Last updated,duplicate_exact_text,explore,Reference canonical item txt-30d11376791f; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-4c12860e76d3,YouNew/Core/Localization/L10n.swift:606,Dutch Terms,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-2f6b8d85a054; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-1bc8a7497442,YouNew/Core/Localization/L10n.swift:607,Search Dutch terms…,duplicate_exact_text|possibly_truncated_text,explore,Reference canonical item txt-04fa7218db04; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9902bf5583a4,YouNew/Core/Localization/L10n.swift:608,Try another term or open related official sources.,duplicate_exact_text,official-services,Reference canonical item txt-5d173b32f06b; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-39155d827197,YouNew/Core/Localization/L10n.swift:621,When to use,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-e18dd5ba2819; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-ea2be064db0b,YouNew/Core/Localization/L10n.swift:623,Common confusion,duplicate_exact_text,explore,Reference canonical item txt-7e4a4f5fe0f8; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-507df2e02bd6,YouNew/Core/Localization/L10n.swift:624,Common confusion,duplicate_exact_text,explore,Reference canonical item txt-7e4a4f5fe0f8; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-3f8bd3abbcac,YouNew/Core/Localization/L10n.swift:626,Search this topic,duplicate_exact_text,explore,Reference canonical item txt-9b17078c8c9c; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-c84657c7d152,YouNew/Core/Localization/L10n.swift:627,Related next steps,duplicate_exact_text,explore,Reference canonical item txt-da6dfa78c692; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-43536f90f663,YouNew/Core/Localization/L10n.swift:631,Detailed answer,duplicate_exact_text,explore,Reference canonical item txt-60ae9b493fd3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e5b578adf127,YouNew/Core/Localization/L10n.swift:633,"Search for rules, documents, services…",duplicate_exact_text|possibly_truncated_text,getting-started,Reference canonical item txt-20a7a8765d47; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-5c77622bbc87,YouNew/Core/Localization/L10n.swift:634,Search common newcomer questions.,duplicate_exact_text,explore,Reference canonical item txt-98b9116d3221; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bd1f25262c14,YouNew/Core/Localization/L10n.swift:640,Short answer,duplicate_exact_text,explore,Reference canonical item txt-40e7f12b04c5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-a841a66b4491,YouNew/Core/Localization/L10n.swift:642,Official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-932ba0e846d6; do not store another copy.,false,,,Duplicate occurrences: 56.
txt-5aa82d22331d,YouNew/Core/Localization/L10n.swift:643,Official source: %@,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-932ba0e846d6; do not store another copy.,false,,,Duplicate occurrences: 56.
txt-dfe0037f162a,YouNew/Core/Localization/L10n.swift:645,Source opened,duplicate_exact_text,explore,Reference canonical item txt-d8c04c17f5c2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-8be7092833f9,YouNew/Core/Localization/L10n.swift:646,Trusted source,duplicate_exact_text,explore,Reference canonical item txt-8be7092833f9; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-9e09f7e44dee,YouNew/Core/Localization/L10n.swift:648,Common mistake,duplicate_exact_text,explore,Reference canonical item txt-cf8f1cdf1407; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-dbdc98e5724d,YouNew/Core/Localization/L10n.swift:649,Next recommended step,duplicate_exact_text,explore,Reference canonical item txt-0fa2ff00fc41; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4bd32a3b7bf6,YouNew/Core/Localization/L10n.swift:650,What to do next,duplicate_exact_text,explore,Reference canonical item txt-ffc72c48e407; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-88c1ed1226ab,YouNew/Core/Localization/L10n.swift:653,Related questions,duplicate_exact_text,explore,Reference canonical item txt-cb27532db2c4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-497d5136e43f,YouNew/Core/Localization/L10n.swift:654,Related institution,duplicate_exact_text,explore,Reference canonical item txt-5599c7526712; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-aeb3a8ee28a6,YouNew/Core/Localization/L10n.swift:655,Related topics,duplicate_exact_text,explore,Reference canonical item txt-ea9dc5fa47e0; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-4a604d726343,YouNew/Core/Localization/L10n.swift:658,Open answer,duplicate_exact_text,explore,Reference canonical item txt-ea73821504ce; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-718da54037a0,YouNew/Core/Localization/L10n.swift:659,Open on map,duplicate_exact_text,explore,Reference canonical item txt-2661bc387672; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-d634cc337c33,YouNew/Core/Localization/L10n.swift:660,Find on map,duplicate_exact_text,official-services,Reference canonical item txt-9db9c7601d8a; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-c8e0057b49e3,YouNew/Core/Localization/L10n.swift:662,Copy source link,duplicate_exact_text,explore,Reference canonical item txt-e2f4a5c714b9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f3b9762c44ed,YouNew/Core/Localization/L10n.swift:668,Health insurance,duplicate_exact_text,health-and-safety,Reference canonical item txt-e3b65934710b; do not store another copy.,false,,,Duplicate occurrences: 62.
txt-2ceed101e54f,YouNew/Core/Localization/L10n.swift:673,Legal help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-3a5b44175de2; do not store another copy.,false,,,Duplicate occurrences: 39.
txt-849b9d0004a4,YouNew/Core/Localization/L10n.swift:677,Nearby help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-efb56f0556f9; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-c6d42af35ac3,YouNew/Core/Localization/L10n.swift:678,Nearby help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-efb56f0556f9; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-02ebf3709709,YouNew/Core/Localization/L10n.swift:679,"Search institutions, stations, health…",possibly_truncated_text,health-and-safety,"Search institutions, stations, health…",false,,,
txt-b868ddbef304,YouNew/Core/Localization/L10n.swift:683,All provinces,duplicate_exact_text,explore,Reference canonical item txt-b868ddbef304; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-8f416a707dc7,YouNew/Core/Localization/L10n.swift:684,Choose a region to explore cities and services,duplicate_exact_text,explore,Reference canonical item txt-8f416a707dc7; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f732baeaacee,YouNew/Core/Localization/L10n.swift:685,City support points,duplicate_exact_text,explore,Reference canonical item txt-52f0fc7f5764; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3e35aac22e33,YouNew/Core/Localization/L10n.swift:686,Tap a place to open detailed onboarding guidance,duplicate_exact_text,explore,Reference canonical item txt-4560ae998b8e; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-1f6f4a410009,YouNew/Core/Localization/L10n.swift:687,GEMEENTE / REGISTRATION,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-1f6f4a410009; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-6094eda14d72,YouNew/Core/Localization/L10n.swift:689,Reference guide,duplicate_exact_text,explore,Reference canonical item txt-3d3d926dc8d1; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0b7cac2c61bf,YouNew/Core/Localization/L10n.swift:690,Use current location,duplicate_exact_text,housing,Reference canonical item txt-1bea2df9d917; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-56e1fe429425,YouNew/Core/Localization/L10n.swift:691,Search places…,duplicate_exact_text|possibly_truncated_text,explore,Reference canonical item txt-629521afd3ac; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-5e07f5dae22d,YouNew/Core/Localization/L10n.swift:692,Search places,duplicate_exact_text,explore,Reference canonical item txt-629521afd3ac; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-ab1639784f0b,YouNew/Core/Localization/L10n.swift:693,Places not found,duplicate_exact_text,explore,Reference canonical item txt-b924cfdd8ebf; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b5083e9b0df3,YouNew/Core/Localization/L10n.swift:694,Try another search or category,duplicate_exact_text,explore,Reference canonical item txt-b14db237d6e4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-0db8a4971a10,YouNew/Core/Localization/L10n.swift:695,"Switch city, clear search, or use filters to discover newcomer support points.",duplicate_exact_text,explore,Reference canonical item txt-b88a64603cc0; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b85645e4d467,YouNew/Core/Localization/L10n.swift:697,Open in Maps,duplicate_exact_text,explore,Reference canonical item txt-b85645e4d467; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-fe0ae08978b2,YouNew/Core/Localization/L10n.swift:699,Opening Maps…,possibly_truncated_text,explore,Opening Maps…,false,,,
txt-808a03ab5306,YouNew/Core/Localization/L10n.swift:701,Visit details,duplicate_exact_text,explore,Reference canonical item txt-411a306a8aa5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-621d2924af35,YouNew/Core/Localization/L10n.swift:703,Official source,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-932ba0e846d6; do not store another copy.,false,,,Duplicate occurrences: 56.
txt-4bf2bd49073a,YouNew/Core/Localization/L10n.swift:704,Location stays on your device. Always verify hours and requirements on official websites.,duplicate_exact_text,official-services,Reference canonical item txt-7f47c334d508; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-63480462c3d7,YouNew/Core/Localization/L10n.swift:705,No automatic data sending,duplicate_exact_text,explore,Reference canonical item txt-017e0340bb94; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-38deeef2bd3c,YouNew/Core/Localization/L10n.swift:706,Choose city,duplicate_exact_text,explore,Reference canonical item txt-cb4d5275a182; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4d28436d495d,YouNew/Core/Localization/L10n.swift:712,Related guides,duplicate_exact_text,explore,Reference canonical item txt-d8f3e075ccaf; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-0295c6f76137,YouNew/Core/Localization/L10n.swift:714,City guide,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-5197376b2017; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-c60e49eec53b,YouNew/Core/Localization/L10n.swift:722,Public transport,duplicate_exact_text,transport,Reference canonical item txt-afffca99b1f8; do not store another copy.,false,,,Duplicate occurrences: 16.
txt-68ac2111018f,YouNew/Core/Localization/L10n.swift:731,Legal help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-3a5b44175de2; do not store another copy.,false,,,Duplicate occurrences: 39.
txt-d27a6bb1e05b,YouNew/Core/Localization/L10n.swift:736,Fines & Letters,duplicate_exact_text,explore,Reference canonical item txt-3231c46550ea; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-a56152a84d30,YouNew/Core/Localization/L10n.swift:741,What to do,duplicate_exact_text,explore,Reference canonical item txt-36ed1405cf30; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-693df7626024,YouNew/Core/Localization/L10n.swift:742,Possible consequence,duplicate_exact_text,explore,Reference canonical item txt-c2e2e13e67af; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-56ddff7ca69e,YouNew/Core/Localization/L10n.swift:743,Choose another category or check official sources.,duplicate_exact_text,official-services,Reference canonical item txt-ae16f1e0fcdb; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c2fa8a16802c,YouNew/Core/Localization/L10n.swift:747,Fine amount,duplicate_exact_text,explore,Reference canonical item txt-c2fa8a16802c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-54b597ae59db,YouNew/Core/Localization/L10n.swift:751,Common mistake,duplicate_exact_text,explore,Reference canonical item txt-cf8f1cdf1407; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-8fad628b4c2f,YouNew/Core/Localization/L10n.swift:754,What this means,duplicate_exact_text,explore,Reference canonical item txt-a56313752567; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-97b06b269215,YouNew/Core/Localization/L10n.swift:755,What to know,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-97b06b269215; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-6dcb9e679a75,YouNew/Core/Localization/L10n.swift:756,Next steps,duplicate_exact_text,explore,Reference canonical item txt-0e260b6dc328; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-9dd41b25522b,YouNew/Core/Localization/L10n.swift:762,Extract text,duplicate_exact_text,explore,Reference canonical item txt-7973ec215ee5; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-175aa1dd35ae,YouNew/Core/Localization/L10n.swift:763,Extracted text,duplicate_exact_text,explore,Reference canonical item txt-1ca7da4235f8; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-38df408f7d88,YouNew/Core/Localization/L10n.swift:764,Local text check,duplicate_exact_text,explore,Reference canonical item txt-c770e8dee210; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-bef1f546c0bd,YouNew/Core/Localization/L10n.swift:765,Letter summaries,duplicate_exact_text,explore,Reference canonical item txt-75e095a87681; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-4495c53f1487,YouNew/Core/Localization/L10n.swift:766,"Start with documents, sources, or search.",duplicate_exact_text,getting-started,Reference canonical item txt-643797a0a338; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-43f38a2133f3,YouNew/Core/Localization/L10n.swift:768,Use examples to understand official letters,duplicate_exact_text,official-services,Reference canonical item txt-3216a778e6e2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-8157cd507f8c,YouNew/Core/Localization/L10n.swift:771,Legal information,duplicate_exact_text,explore,Reference canonical item txt-8157cd507f8c; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-1e86b9f364c7,YouNew/Core/Localization/L10n.swift:773,Search legal topics…,possibly_truncated_text,explore,Search legal topics…,false,,,
txt-8337694b8813,YouNew/Core/Localization/L10n.swift:774,"Try another topic, reset filters, or open official sources.",duplicate_exact_text,official-services,Reference canonical item txt-570e248202c3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-c3bcca68bd32,YouNew/Core/Localization/L10n.swift:775,Related institution,duplicate_exact_text,explore,Reference canonical item txt-5599c7526712; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-6535ec3bd575,YouNew/Core/Localization/L10n.swift:776,Last updated,duplicate_exact_text,explore,Reference canonical item txt-30d11376791f; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-04fa8a3d8ba8,YouNew/Core/Localization/L10n.swift:779,Common Mistakes,duplicate_exact_text,explore,Reference canonical item txt-e26a48a91127; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-d981a5426454,YouNew/Core/Localization/L10n.swift:780,Avoid the most frequent newcomer errors,duplicate_exact_text,explore,Reference canonical item txt-00c6eb7e7515; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-1381e5bbe69b,YouNew/Core/Localization/L10n.swift:785,Verify current rules,duplicate_exact_text,housing,Reference canonical item txt-e8f2c4f55ba7; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-6cb455393956,YouNew/Core/Localization/L10n.swift:787,Official Sources,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-9119f091b619; do not store another copy.,false,,,Duplicate occurrences: 58.
txt-439c0af2ed89,YouNew/Core/Localization/L10n.swift:789,Search official sources…,possibly_truncated_text,official-services,Search official sources…,false,,,
txt-a690bd1e0e79,YouNew/Core/Localization/L10n.swift:790,Use another official route,duplicate_exact_text,official-services,Reference canonical item txt-9ed0966a3730; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-6f99925e3719,YouNew/Core/Localization/L10n.swift:793,Start here,duplicate_exact_text,explore,Reference canonical item txt-3c37d4cdcd08; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-dad9c552fa3b,YouNew/Core/Localization/L10n.swift:794,What it handles,duplicate_exact_text,explore,Reference canonical item txt-f6408069eb5c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-cd304032e538,YouNew/Core/Localization/L10n.swift:800,Open source,duplicate_exact_text,explore,Reference canonical item txt-1ae63df648e6; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-8f940e3c8c9b,YouNew/Core/Localization/L10n.swift:803,Useful later,duplicate_exact_text,explore,Reference canonical item txt-62b04126eda3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-65202c9b4339,YouNew/Core/Localization/L10n.swift:804,Official sources,duplicate_cross_category|duplicate_exact_text,official-services,Reference canonical item txt-9119f091b619; do not store another copy.,false,,,Duplicate occurrences: 58.
txt-2c871a272b3c,YouNew/Core/Localization/L10n.swift:805,Dutch terms,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-2f6b8d85a054; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-822ea3815b3c,YouNew/Core/Localization/L10n.swift:806,Legal basics,duplicate_exact_text,explore,Reference canonical item txt-59f71054c8ac; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-66a6f8c74458,YouNew/Core/Localization/L10n.swift:807,Common mistakes,duplicate_exact_text,explore,Reference canonical item txt-e26a48a91127; do not store another copy.,false,,,Duplicate occurrences: 13.
txt-3df35e6b2103,YouNew/Core/Localization/L10n.swift:808,Scam safety,duplicate_exact_text,explore,Reference canonical item txt-71e2777c5e6c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-733f1abbeecc,YouNew/Core/Localization/L10n.swift:809,Based on your situation,duplicate_exact_text,explore,Reference canonical item txt-0795fa7c86c0; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-c9796032c0be,YouNew/Core/Localization/L10n.swift:813,Report outdated info,duplicate_exact_text,explore,Reference canonical item txt-3b8953681dcf; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-32c75b8a09cc,YouNew/Core/Localization/L10n.swift:824,Refugee / Status Holder,duplicate_exact_text,explore,Reference canonical item txt-7ce9cb07d35e; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-2629a200039c,YouNew/Core/Localization/L10n.swift:826,Temporary Worker,duplicate_exact_text,work-and-money,Reference canonical item txt-4007a154a312; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-cccf1fbeed27,YouNew/Core/Localization/L10n.swift:828,Arriving soon,duplicate_exact_text,explore,Reference canonical item txt-1153ac6628cf; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-84fa70514fb2,YouNew/Core/Localization/L10n.swift:829,Arrived recently,duplicate_exact_text,explore,Reference canonical item txt-478fbac4a654; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-242afbf86f0b,YouNew/Core/Localization/L10n.swift:830,Already living in NL,duplicate_exact_text,explore,Reference canonical item txt-8a62d6c00578; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-9875834c2a2b,YouNew/Core/Localization/L10n.swift:831,Just arrived,duplicate_exact_text,explore,Reference canonical item txt-9bef12d4887d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d5a146620f65,YouNew/Core/Localization/L10n.swift:832,Less than 3 months,duplicate_exact_text,explore,Reference canonical item txt-674b65b6c8a3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-98da81cab194,YouNew/Core/Localization/L10n.swift:834,More than a year,duplicate_exact_text,explore,Reference canonical item txt-d2ce2a7d02e9; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-baa8ced5c8f5,YouNew/Core/Localization/L10n.swift:839,Health insurance,duplicate_exact_text,health-and-safety,Reference canonical item txt-e3b65934710b; do not store another copy.,false,,,Duplicate occurrences: 62.
txt-952ea290815f,YouNew/Core/Localization/L10n.swift:844,Seeking work,duplicate_exact_text,work-and-money,Reference canonical item txt-6685ae91cb5f; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-1e5fbb00dfda,YouNew/Core/Localization/L10n.swift:845,Not applicable,duplicate_exact_text,explore,Reference canonical item txt-c8c8c7c8b323; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-1b44b0abb085,YouNew/Core/Localization/L10n.swift:848,Not a student,duplicate_exact_text,study,Reference canonical item txt-30c6852f276a; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-db6d3cd0a67d,YouNew/Core/Localization/L10n.swift:850,Your private Netherlands manual,duplicate_exact_text,explore,Reference canonical item txt-162829d353dd; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-e33070dbd523,YouNew/Core/Localization/L10n.swift:861,Your city,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-e33070dbd523; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-861893af0dda,YouNew/Core/Localization/L10n.swift:865,The Hague,duplicate_exact_text|localized_name_requires_canonical_link,explore,Reference canonical item txt-861893af0dda; do not store another copy.,false,https://www.denhaag.nl/en/introducing-the-hague/,2026-07-11,Duplicate occurrences: 9.
txt-e46e895127ca,YouNew/Core/Localization/L10n.swift:873,BSN (citizen number),duplicate_exact_text,getting-started,Reference canonical item txt-e46e895127ca; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-f29b24f6f881,YouNew/Core/Localization/L10n.swift:877,Health insurance,duplicate_exact_text,health-and-safety,Reference canonical item txt-e3b65934710b; do not store another copy.,false,,,Duplicate occurrences: 62.
txt-fc8e58698256,YouNew/Core/Localization/L10n.swift:878,Mandatory from day one in the Netherlands.,fact_requires_verification,explore,Mandatory from day one in the Netherlands.,true,,,
